Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,KMeans_Cluster,DBSCAN_Cluster
20999,0,3,1,1,15914,13,0,0,6206,1,0,2
43179,0,3,1,1,11915,6,0,0,6214,1,0,2
119214,0,2,1,1,10028,16,0,0,6205,1,0,2
14988,0,1,1,1,2100,10,0,0,6203,0,1,0
21334,0,1,1,1,5472,20,0,0,6200,0,1,0
104307,0,4,1,1,51769,24,450,1,6197,0,2,3
14662,0,1,1,1,1110,12,0,0,6197,0,1,0
13144,0,3,1,1,18615,18,0,0,6196,1,0,2
10978,0,3,1,1,14313,11,0,0,6193,1,0,2
18035,0,1,1,1,811,2,0,0,6193,0,1,0
194604,0,2,1,1,6606,10,0,0,6190,0,0,0
32356,0,3,1,1,22918,19,0,0,6571,0,0,0
23431,0,1,1,1,3546,10,0,0,6182,0,1,0
37773,0,2,1,1,8436,15,0,0,6179,1,0,2
63587,0,1,1,1,500,1,500,1,6184,0,2,3
15088,0,1,1,1,5625,15,0,0,6177,1,1,2
15064,0,1,1,1,2910,9,0,0,6171,1,1,2
19032,0,1,1,1,2375,12,0,0,6169,0,1,0
66434,0,3,1,1,13041,13,0,0,6230,0,0,0
146097,0,2,1,1,6919,16,0,0,6165,0,0,0
8207,0,1,1,1,1750,7,0,0,6184,0,1,0
147472,0,3,1,1,20645,16,0,0,6163,1,0,2
103993,0,3,1,1,14149,13,100,1,6158,1,0,-1
34651,0,1,1,1,4000,6,500,1,6157,1,2,1
102339,0,4,1,1,47498,19,0,0,6156,0,0,0
149167,0,4,1,1,48521,13,0,0,6155,0,0,0
105249,0,4,1,1,36093,15,0,0,6153,1,0,2
70391,0,1,1,1,6000,4,0,0,6150,1,1,2
74645,0,4,1,1,40367,18,0,0,6147,1,0,2
26939,0,4,1,1,29264,15,0,0,6148,1,0,2
7421,0,1,1,1,0,0,0,0,6142,1,1,2
17599,0,1,1,1,100,1,0,0,6029,0,1,0
5594,0,1,1,1,370,1,0,0,5835,0,1,0
66122,0,3,1,1,11756,13,0,0,5630,1,0,2
12024,0,1,1,1,0,0,0,0,5119,0,1,0
59546,0,3,1,1,20730,4,0,0,6135,0,0,0
1258,0,1,1,1,475,4,0,0,6134,0,1,0
68255,0,3,1,1,19077,22,400,2,6130,1,2,-1
58229,0,5,1,1,53108,16,500,1,6137,1,2,1
97349,0,4,1,1,42774,14,0,0,6128,0,0,0
24011,0,2,1,1,20442,9,0,0,6123,1,0,2
64538,0,1,1,1,0,0,0,0,6123,0,1,0
3832,0,1,1,1,1000,1,0,0,6120,0,1,0
3268,0,4,1,1,52263,32,0,0,6120,1,0,2
36790,0,1,1,1,7158,14,0,0,6133,0,1,0
179382,0,1,1,1,4225,7,0,0,6115,0,1,0
54265,0,1,1,1,0,0,0,0,6109,0,1,0
69959,0,3,1,1,16504,13,0,0,6108,0,0,0
48321,0,1,1,1,0,0,0,0,6102,0,1,0
25333,0,3,1,1,11229,16,300,2,6099,1,2,-1
75413,0,4,1,1,31726,18,0,0,6094,0,0,0
18932,0,3,1,1,24660,22,0,0,6091,1,0,2
136664,0,4,1,1,36024,15,0,0,6086,0,0,0
173191,0,4,1,1,31503,13,0,0,6084,1,0,2
16528,0,1,1,1,250,2,0,0,6081,0,1,0
144171,0,4,1,1,33200,15,0,0,6073,0,0,0
144973,0,3,1,1,23703,14,0,0,6280,0,0,0
75027,0,1,1,1,1390,3,500,1,6067,0,2,3
96387,0,4,1,1,43512,20,0,0,6065,1,0,2
44307,0,2,1,1,7944,8,0,0,6060,0,1,0
20126,0,1,1,1,0,0,0,0,6053,0,1,0
56268,0,4,1,1,33447,14,100,1,6017,1,0,1
6371,0,1,1,1,1404,8,0,0,5905,0,1,0
95595,0,3,1,1,12060,14,0,0,5877,0,0,0
51843,0,4,1,1,40997,17,0,0,5859,0,0,0
84868,0,4,1,1,33187,15,0,0,6057,0,0,0
79629,0,1,1,1,2550,2,50,1,6091,0,1,3
58620,0,1,1,1,2125,10,0,0,6051,0,1,0
93473,0,3,1,1,20257,15,0,0,6049,0,0,0
195563,0,3,1,1,16715,13,0,0,6042,0,0,0
21138,0,1,1,1,4500,2,0,0,6031,1,1,2
93319,0,1,1,1,270,3,100,1,6043,0,1,3
38763,0,4,1,1,34652,13,0,0,6037,1,0,2
16430,0,2,1,1,8528,12,0,0,6036,1,0,2
61440,0,2,1,1,8156,25,0,0,6032,0,0,0
76702,0,3,1,1,21568,17,0,0,6025,1,0,2
19348,0,3,1,1,17059,19,0,0,6022,1,0,2
31669,0,2,1,1,8384,15,0,0,6018,1,0,2
16906,0,1,1,1,2750,15,0,0,6017,0,1,0
10152,0,1,1,1,0,0,0,0,6010,0,1,0
21461,0,3,1,1,40806,28,0,0,6011,1,0,2
28979,0,2,1,1,6494,12,0,0,6010,0,1,0
24711,0,1,1,1,3193,11,500,1,6009,0,2,3
37832,0,1,1,1,0,0,0,0,6004,0,1,0
135168,0,4,1,1,29156,16,300,2,6002,0,2,-1
20665,0,3,1,1,19947,16,0,0,5997,1,0,2
5546,0,1,1,1,2631,6,0,0,5995,1,1,2
91736,0,4,1,1,26724,14,0,0,5994,0,0,0
94167,0,1,1,1,6500,4,500,1,5990,1,2,1
104338,0,1,1,1,2500,1,0,0,5982,0,1,0
38312,0,4,1,1,37419,14,0,0,5980,1,0,2
1860,0,1,1,1,65,2,0,0,5976,0,1,0
54337,0,1,1,1,2131,9,230,1,5976,0,2,3
27876,0,1,1,1,0,0,0,0,5972,0,1,0
115533,0,2,1,1,8867,15,0,0,5968,0,0,0
120476,0,2,1,1,9406,14,0,0,5870,0,0,0
32141,0,1,1,1,3500,14,0,0,5768,0,1,0
967,0,1,1,1,980,2,0,0,5716,0,1,0
20281,0,1,1,1,0,0,0,0,5567,0,1,0
111072,0,4,1,1,50533,19,350,1,5541,0,2,3
2111,0,1,1,1,100,1,0,0,5962,0,1,0
4600,0,1,1,1,140,1,0,0,5959,0,1,0
23390,0,1,1,1,1650,3,150,1,5958,0,1,3
40189,0,1,1,1,0,0,0,0,5952,1,1,2
21747,0,1,1,1,0,0,0,0,5638,1,1,2
54148,0,4,1,1,40233,14,350,1,5949,1,2,1
25512,0,1,1,1,0,0,0,0,5393,0,1,0
28519,0,1,1,1,2125,2,0,0,5405,0,1,0
163964,0,3,1,1,11385,11,0,0,5948,1,0,2
10084,0,1,1,1,500,1,500,1,5946,1,2,1
17739,0,1,1,1,437,4,0,0,5941,0,1,0
34428,0,1,1,1,2625,10,0,0,5938,0,1,0
17336,0,1,1,1,2375,12,0,0,5934,0,1,0
29125,0,3,1,1,10930,14,0,0,5945,0,0,0
83848,0,4,1,1,28202,14,0,0,5927,0,0,0
124869,0,3,1,1,30116,16,0,0,5924,0,0,0
39233,0,4,1,1,27545,13,0,0,5920,1,0,2
13050,0,3,1,1,13617,16,0,0,5920,1,0,2
90855,0,3,1,1,23992,13,0,0,5919,0,0,0
3663,0,1,1,1,894,10,0,0,5916,1,1,2
44293,0,3,1,1,21920,21,100,1,5913,1,0,1
31319,0,1,1,1,7552,5,0,0,5912,0,1,0
40757,0,3,1,1,14002,11,0,0,5912,0,0,0
130356,0,1,1,1,150,1,150,1,5910,0,2,3
125077,0,3,1,1,21881,14,0,0,5905,0,0,0
38150,0,3,1,1,16688,15,0,0,5854,1,0,2
20342,0,1,1,1,3291,9,0,0,5829,0,1,0
45781,0,2,1,1,6498,13,0,0,5801,0,1,0
144525,0,1,1,1,2833,4,0,0,5785,0,1,0
37571,0,2,1,1,7197,15,0,0,5762,0,1,0
112013,0,3,1,1,24943,14,0,0,5734,0,0,0
30638,0,3,1,1,48963,16,0,0,5696,1,0,2
11447,0,1,1,1,1945,13,0,0,5902,0,1,0
17778,0,1,1,1,0,0,0,0,5897,0,1,0
118572,0,3,1,1,21426,19,0,0,5892,0,0,0
13720,0,1,1,1,0,0,0,0,5884,0,1,0
11030,0,1,1,1,0,0,0,0,5884,0,1,0
26367,0,3,1,1,19649,15,0,0,5874,1,0,2
120945,0,1,1,1,4300,4,300,2,5871,1,2,-1
11782,0,1,1,1,0,0,0,0,5864,0,1,0
15108,0,1,1,1,2850,16,0,0,5876,0,1,0
24917,0,3,1,1,16239,13,150,1,5857,1,2,1
61227,0,2,1,1,6957,10,0,0,5647,0,1,0
2117,0,1,1,1,769,7,0,0,5609,0,1,0
55661,0,3,1,1,15107,13,0,0,5387,0,0,0
84949,0,4,1,1,41854,15,0,0,5336,0,0,0
139897,0,3,1,1,21065,28,50,1,5329,0,0,-1
155587,0,1,1,1,6893,9,0,0,5279,0,1,0
24310,0,1,1,1,2815,6,0,0,5266,0,1,0
106115,0,3,1,1,16197,21,500,1,5219,0,2,3
70671,0,1,1,1,0,0,0,0,5850,0,1,0
31593,0,1,1,1,3128,12,0,0,5846,1,1,2
101397,0,3,1,1,19173,12,0,0,5847,0,0,0
133052,0,3,1,1,17424,15,0,0,5843,0,0,0
37252,0,3,1,1,15774,19,0,0,5842,0,0,0
15241,0,1,1,1,0,0,0,0,5840,0,1,0
21101,0,1,1,1,7171,32,0,0,5839,1,0,2
80612,0,4,1,1,32334,20,0,0,5839,0,0,0
5274,0,1,1,1,2074,11,0,0,5834,1,1,2
101089,0,3,1,1,23503,17,0,0,5834,0,0,0
7560,0,1,1,1,0,0,0,0,5833,0,1,0
89527,0,3,1,1,22206,14,0,0,5821,1,0,2
49430,0,4,1,1,31471,16,0,0,5822,0,0,0
114070,0,2,1,1,16293,24,250,1,5818,0,2,3
124004,0,2,1,1,9982,12,0,0,5815,0,0,0
10497,0,1,1,1,0,0,0,0,5815,0,1,0
8327,0,1,1,1,2900,4,150,1,5814,1,1,1
25463,0,2,1,1,7973,14,0,0,5813,0,1,0
85036,0,4,1,1,43825,21,0,0,5807,1,0,2
11449,0,1,1,1,24415,11,0,0,5864,1,0,2
54392,0,1,1,1,0,0,0,0,5807,0,1,0
52577,0,1,1,1,441,12,0,0,5804,0,1,0
80174,0,1,1,1,500,1,0,0,5804,1,1,2
9489,0,1,1,1,5359,14,0,0,5807,1,1,2
57587,0,1,1,1,2620,6,0,0,5799,1,1,2
131306,0,3,1,1,32115,15,0,0,5797,0,0,0
39985,0,3,1,1,15103,21,0,0,5794,0,0,0
71627,0,1,1,1,3225,9,600,2,5793,0,2,4
7800,0,1,1,1,200,1,0,0,5787,0,1,0
27348,0,1,1,1,3084,4,0,0,5824,0,1,0
42990,0,1,1,1,5345,3,0,0,5804,0,1,0
16664,0,1,1,1,0,0,0,0,5778,1,1,2
37618,0,3,1,1,17385,7,0,0,5818,0,0,0
53384,0,3,1,1,16907,12,0,0,5778,0,0,0
113683,0,3,1,1,11821,12,0,0,5773,0,0,0
27625,0,3,1,1,27799,16,500,1,5772,1,2,1
36935,0,4,1,1,34448,17,0,0,5766,1,0,2
67904,0,1,1,1,81,1,0,0,5764,0,1,0
57434,0,2,1,1,11140,16,0,0,5770,1,0,2
11031,0,1,1,1,1600,5,0,0,5762,0,1,0
78268,0,1,1,1,6172,13,500,1,5758,0,2,3
9430,0,3,1,1,11323,13,0,0,5756,1,0,2
5195,0,1,1,1,33050,3,50,1,5755,1,1,-1
9793,0,1,1,1,3100,2,0,0,5755,0,1,0
34690,0,3,1,1,18124,14,0,0,5752,1,0,2
63547,0,4,1,1,31745,14,0,0,5748,0,0,0
14106,0,1,1,1,475,4,0,0,5749,0,1,0
44026,0,2,1,1,12282,18,634,1,5738,0,2,-1
45358,0,3,1,1,14507,9,0,0,5735,0,0,0
72325,0,5,1,1,56792,16,0,0,5731,1,0,2
161546,0,1,1,1,8042,6,600,2,5722,0,2,-1
38884,0,1,1,1,2850,13,500,1,5729,0,2,3
96988,0,2,1,1,7761,14,0,0,5715,0,0,0
24394,0,1,1,1,3250,3,250,1,5713,1,2,1
39313,0,3,1,1,24091,16,0,0,5706,1,0,2
42999,0,4,1,1,33801,12,350,1,5653,1,2,1
37163,0,3,1,1,19318,14,0,0,4988,0,0,0
6158,0,4,1,1,27754,14,0,0,5546,1,0,2
108904,0,3,1,1,19931,17,0,0,5255,0,0,0
25168,0,1,1,1,500,1,500,1,5547,0,2,3
68454,0,3,1,1,13667,12,0,0,5559,0,0,0
70877,0,2,1,1,8956,15,0,0,5696,0,0,0
1057,0,1,1,1,433,5,0,0,5622,0,1,0
16992,0,1,1,1,0,0,0,0,5582,0,1,0
2558,0,1,1,1,6264,10,0,0,5581,1,1,2
196093,0,1,1,1,14000,3,0,0,5595,1,0,2
88500,0,1,1,1,2500,2,0,0,5090,0,1,0
8719,0,1,1,1,2000,9,0,0,5671,0,1,0
36936,0,1,1,1,2875,16,0,0,5492,1,1,2
75428,0,2,1,1,7539,14,0,0,5609,0,0,0
34383,0,3,1,1,22956,12,0,0,5611,1,0,2
82120,0,1,1,1,8000,3,0,0,5619,0,1,0
34546,0,1,1,1,1500,2,0,0,5612,0,1,0
92641,0,1,1,1,5265,6,0,0,5568,0,1,0
19960,0,1,1,1,0,0,0,0,4896,0,1,0
47150,0,4,1,1,39561,18,0,0,5577,1,0,2
1650,0,1,1,1,1250,3,250,1,5554,1,2,1
100992,0,1,1,1,8144,16,409,2,5422,1,2,-1
68610,0,2,1,1,6115,12,0,0,5349,1,0,2
75684,0,2,1,1,27320,9,0,0,5316,0,0,0
42438,0,1,1,1,519,10,0,0,5349,0,1,0
24545,0,1,1,1,0,0,0,0,5671,0,1,0
84633,0,3,1,1,10771,10,0,0,5479,0,0,0
47938,0,3,1,1,12656,13,0,0,5708,0,0,0
88929,0,4,1,1,44932,20,650,2,5694,1,2,-1
22585,0,1,1,1,3430,3,0,0,5689,0,1,0
73640,0,2,1,1,10192,14,0,0,5156,0,0,0
89945,0,2,1,1,14218,16,350,1,5680,0,2,3
69337,0,3,1,1,17740,13,0,0,5667,0,0,0
140866,0,3,1,1,15906,17,0,0,5672,0,0,0
82078,0,4,1,1,40279,9,0,0,5664,0,0,0
33327,0,1,1,1,1000,1,0,0,5664,0,1,0
95783,0,3,1,1,14506,13,0,0,5659,0,0,0
140511,0,4,1,1,32105,16,0,0,5651,0,0,0
28223,0,2,1,1,8625,12,0,0,5651,0,1,0
33129,0,3,1,1,30775,14,500,1,5647,0,2,3
1625,0,1,1,1,1375,4,0,0,1547,0,1,0
14769,0,1,1,1,500,1,0,0,5639,0,1,0
37215,0,2,1,1,8199,8,0,0,5637,0,1,0
179251,0,3,1,1,14775,16,200,2,5629,1,2,-1
24418,0,2,1,1,12533,13,0,0,5626,1,0,2
144570,0,4,1,1,49052,15,0,0,5617,1,0,2
24813,0,1,1,1,4066,10,0,0,5225,0,1,0
22116,0,3,1,1,20809,14,0,0,5463,1,0,2
8516,0,1,1,1,0,0,0,0,5566,0,1,0
36079,0,3,1,1,22506,22,150,1,5323,0,0,3
16872,0,1,1,1,28964,7,0,0,5479,1,0,2
62895,0,1,1,1,8500,4,0,0,5520,1,1,2
2261,0,1,1,1,15062,2,0,0,5556,1,1,2
39654,0,1,1,1,1625,6,0,0,5518,0,1,0
25214,0,1,1,1,1000,1,0,0,5598,0,1,0
48775,0,3,1,1,17494,15,0,0,5588,0,0,0
46535,0,3,1,1,25891,14,150,1,5399,1,0,1
23130,0,1,1,1,5032,10,0,0,5500,0,1,0
100443,0,3,1,1,12744,21,0,0,5492,0,0,0
31769,0,1,1,1,0,0,0,0,5464,0,1,0
60170,0,3,1,1,17235,14,0,0,5351,1,0,2
33373,0,1,1,1,0,0,0,0,5427,0,1,0
59385,0,3,1,1,22914,11,0,0,5476,0,0,0
23379,0,2,1,1,11712,25,0,0,5499,1,0,2
22372,0,3,1,1,14766,12,0,0,4950,0,0,0
23120,0,1,1,1,4231,7,0,0,5615,0,1,0
46157,0,1,1,1,1625,3,500,1,5609,0,2,3
94896,0,4,1,1,38127,15,500,1,5602,1,2,1
12091,0,4,1,1,29271,15,0,0,5609,1,0,2
56451,0,2,1,1,9302,11,0,0,5597,1,0,2
4137,0,3,1,1,15891,19,0,0,5588,1,0,2
21676,0,3,1,1,15392,15,100,1,5584,1,0,1
36644,0,3,1,1,14506,13,0,0,5583,0,0,0
42351,0,4,1,1,28959,14,0,0,5594,0,0,0
34450,0,1,1,1,26996,7,0,0,5566,0,1,0
4151,0,1,1,1,375,3,0,0,5570,0,1,0
44331,0,1,1,1,2850,3,350,1,5555,1,2,1
76742,0,3,1,1,17910,13,0,0,5547,0,0,0
27993,0,1,1,1,6000,3,0,0,5542,0,1,0
67770,0,3,1,1,23960,15,0,0,5539,0,0,0
30554,0,4,1,1,38243,25,0,0,5324,1,0,2
6584,0,1,1,1,0,0,0,0,5118,0,1,0
17489,0,1,1,1,5565,4,0,0,5380,0,1,0
28941,0,1,1,1,2935,6,0,0,4692,0,1,0
19085,0,1,1,1,827,11,0,0,5244,0,1,0
56480,0,4,1,1,35841,31,500,1,5401,1,2,1
8320,0,1,1,1,0,0,0,0,5164,0,1,0
13640,0,1,1,1,1500,5,0,0,4923,0,1,0
30594,0,1,1,1,3250,12,0,0,5017,0,1,0
11162,0,1,1,1,0,0,0,0,4950,0,1,0
15964,0,1,1,1,0,0,0,0,5325,0,1,0
5583,0,1,1,1,3147,14,0,0,5365,1,1,2
38822,0,1,1,1,2000,9,0,0,5304,0,1,0
2305,0,1,1,1,0,0,0,0,5105,0,1,0
39372,0,1,1,1,4296,10,0,0,5190,0,1,0
25125,0,1,1,1,1875,8,0,0,5147,1,1,2
10288,0,1,1,1,1250,3,0,0,5532,0,1,0
131992,0,3,1,1,12504,16,0,0,5372,0,0,0
2278,0,1,1,1,0,0,0,0,5175,0,1,0
8740,0,1,1,1,1250,3,0,0,5395,0,1,0
26748,0,3,1,1,11981,14,0,0,5408,1,0,2
10009,0,1,1,1,0,0,0,0,5353,0,1,0
57509,0,4,1,1,52449,19,150,1,5441,1,0,1
71503,0,1,1,1,7819,17,0,0,5080,1,0,2
110247,0,3,1,1,13690,16,0,0,5272,0,0,0
7239,0,3,1,1,15835,15,0,0,5343,1,0,2
63638,0,1,1,1,0,0,0,0,5155,0,1,0
31967,0,1,1,1,1600,4,350,2,5101,0,2,4
97752,0,1,1,1,3676,10,0,0,5309,0,1,0
8327,0,1,1,1,0,0,0,0,5268,0,1,0
10179,0,2,1,1,5321,15,0,0,4989,1,0,2
23786,0,1,1,1,16950,4,0,0,5364,0,1,0
35316,0,1,1,1,1250,4,500,1,5330,0,2,3
15352,0,1,1,1,1350,4,0,0,5359,0,1,0
13522,0,1,1,1,5000,1,0,0,5162,0,1,0
13949,0,1,1,1,0,0,0,0,5374,0,1,0
50016,0,3,1,1,13495,14,0,0,4548,0,0,0
23696,0,2,1,1,5577,10,0,0,5531,0,1,0
80431,0,1,1,1,2150,2,150,1,5531,0,1,3
49288,0,3,1,1,12538,19,600,2,5353,1,2,-1
48877,0,2,1,1,11761,35,371,2,5371,1,2,-1
29707,0,1,1,1,300,3,0,0,5275,0,1,0
28553,0,3,1,1,13844,5,0,0,5517,0,1,0
152421,0,3,1,1,17045,20,500,1,5510,0,2,3
17699,0,1,1,1,0,0,0,0,5505,1,1,2
15450,0,1,1,1,50,1,50,1,5499,0,1,3
71736,0,5,1,1,53602,25,50,1,5485,1,0,-1
37926,0,3,1,1,25153,7,0,0,5845,0,0,0
58628,0,3,1,1,22581,13,0,0,5471,0,0,0
27469,0,1,1,1,1,3,0,0,5461,0,1,0
44760,0,1,1,1,3105,6,100,2,5455,0,2,4
7210,0,1,1,1,2402,13,0,0,5449,1,1,2
92402,0,4,1,1,40825,14,0,0,5443,1,0,2
22831,0,1,1,1,4500,15,0,0,5442,1,1,2
59113,0,4,1,1,46808,32,0,0,5435,1,0,2
24698,0,1,1,1,1329,5,500,1,4267,0,2,3
88177,0,5,1,1,53468,19,400,1,5080,1,2,1
74453,0,1,1,1,5500,3,0,0,5181,0,1,0
39601,0,1,1,1,4066,12,0,0,5434,0,1,0
1227,0,1,1,1,0,0,0,0,5786,0,1,0
138254,0,1,1,1,24100,9,0,0,5420,1,0,2
18046,0,1,1,1,162,4,0,0,5416,1,1,2
108395,0,2,1,1,8598,8,0,0,5416,0,1,0
21839,0,1,1,1,1375,4,0,0,5411,0,1,0
39908,0,4,1,1,45824,29,0,0,5394,1,0,2
14889,0,1,1,1,1500,2,0,0,5393,0,1,0
69323,0,1,1,1,5140,2,0,0,4786,0,1,0
21599,0,2,1,1,5561,13,0,0,5302,0,1,0
60936,0,5,1,1,56381,17,0,0,5051,1,0,2
148053,0,1,1,1,10250,2,250,1,5301,1,2,-1
10702,0,1,1,1,200,2,200,2,5272,0,2,4
249,0,1,1,1,1000,1,0,0,5204,1,1,2
1511,0,1,1,1,2250,11,0,0,5051,1,1,2
184701,0,4,1,1,45629,13,500,1,4989,0,2,-1
139298,0,1,1,1,0,0,0,0,4965,0,1,0
82380,0,1,1,1,2601,13,0,0,5071,0,1,0
23023,0,1,1,1,0,0,0,0,5087,0,1,0
15719,0,2,1,1,5740,13,0,0,4974,0,1,0
128676,0,1,1,1,8500,3,0,0,5164,0,1,0
27243,0,2,1,1,6785,12,0,0,4606,0,1,0
64969,0,1,1,1,1135,13,0,0,4996,0,1,0
6112,0,1,1,1,0,0,0,0,5072,0,1,0
71784,0,4,1,1,39276,20,0,0,4936,0,0,0
31484,0,1,1,1,3125,11,0,0,4117,0,1,0
17995,0,1,1,1,0,0,0,0,4994,0,1,0
40994,0,4,1,1,26916,15,500,1,5078,1,2,1
74777,0,2,1,1,20630,8,0,0,5384,1,0,2
22132,0,1,1,1,0,0,0,0,5150,0,1,0
88122,0,3,1,1,19408,13,0,0,5174,0,0,0
4146,0,1,1,1,3750,9,0,0,5210,1,1,2
25272,0,1,1,1,0,0,0,0,5189,0,1,0
21855,0,1,1,1,200,3,0,0,5383,0,1,0
63454,0,4,1,1,49068,13,0,0,5383,1,0,2
24292,0,2,1,1,6558,10,0,0,5276,1,1,2
60168,0,4,1,1,44133,16,0,0,4313,1,0,2
9554,0,1,1,1,2710,3,0,0,5064,1,1,2
30130,0,2,1,1,9192,15,0,0,4993,1,0,2
12665,0,1,1,1,4125,24,0,0,4539,0,1,0
9860,0,1,1,1,99,1,99,1,5055,0,1,3
10069,0,1,1,1,200,1,0,0,4933,0,1,0
2224,0,1,1,1,0,0,0,0,5098,0,1,0
40576,0,1,1,1,0,0,0,0,5118,0,1,0
5667,0,1,1,1,5667,4,0,0,4937,0,1,0
59791,0,1,1,1,3254,7,0,0,4602,0,1,0
126947,0,1,1,1,2350,2,350,1,5167,0,2,3
189235,0,3,1,1,20487,20,0,0,5282,0,0,0
38604,0,1,1,1,625,5,0,0,5184,0,1,0
73008,0,3,1,1,12930,18,0,0,5050,0,0,0
42572,0,3,1,1,21809,14,100,1,5070,1,0,1
5320,0,1,1,1,2275,9,0,0,5084,0,1,0
113758,0,3,1,1,12616,14,0,0,5199,0,0,0
105458,0,1,1,1,750,4,700,2,4924,0,2,4
39946,0,3,1,1,16951,14,0,0,5282,1,0,2
92859,0,4,1,1,33378,15,0,0,5185,1,0,2
25158,0,5,1,1,52278,17,0,0,5079,1,0,2
82270,0,2,1,1,24612,6,0,0,5270,1,0,2
97155,0,2,1,1,10004,3,0,0,5244,0,1,0
153197,0,2,1,1,14712,17,100,1,5189,0,0,-1
55864,0,1,1,1,3691,6,500,1,5251,1,2,1
23890,0,4,1,1,35574,19,0,0,5031,1,0,2
7354,0,1,1,1,0,0,0,0,5050,0,1,0
45031,0,1,1,1,1000,1,0,0,5227,0,1,0
16125,0,3,1,1,23288,17,0,0,5210,1,0,2
200,0,1,1,1,200,1,200,1,5254,0,1,3
54189,0,2,1,1,8940,17,0,0,4791,0,0,0
15439,0,1,1,1,490,3,0,0,5147,0,1,0
1000,0,1,1,1,0,0,0,0,4769,0,1,0
21582,0,3,1,1,10811,15,0,0,4695,1,0,2
16866,0,1,1,1,0,0,0,0,5072,0,1,0
86011,0,4,1,1,31769,18,0,0,5381,1,0,2
31786,0,1,1,1,2661,10,0,0,5380,0,1,0
5824,0,1,1,1,0,0,0,0,5401,0,1,0
17587,0,1,1,1,17587,7,0,0,5367,0,1,0
1000,0,1,1,1,0,0,0,0,5367,0,1,0
31134,0,3,1,1,20108,17,0,0,5352,0,0,0
57002,0,1,1,1,2570,13,0,0,5350,0,1,0
66516,0,4,1,1,45406,16,200,1,5311,0,0,-1
14345,0,4,1,1,50752,16,0,0,5487,1,0,2
43603,0,1,1,1,17100,4,100,1,5335,1,2,1
156041,0,2,1,1,5644,13,0,0,5324,1,0,2
11648,0,1,1,1,475,4,0,0,5318,0,1,0
14525,0,1,1,1,4625,28,0,0,5317,0,1,0
10689,0,1,1,1,2750,15,0,0,5315,0,1,0
37552,0,1,1,1,100,1,0,0,5340,0,1,0
26156,0,3,1,1,23831,16,0,0,5297,1,0,2
32061,0,1,1,1,1100,6,0,0,5295,0,1,0
6000,0,1,1,1,0,0,0,0,5286,0,1,0
30892,0,3,1,1,11474,11,0,0,5283,0,0,0
29263,0,3,1,1,15184,13,0,0,5279,0,0,0
43761,0,1,1,1,5398,16,0,0,5268,0,1,0
21393,0,1,1,1,5040,2,0,0,5262,0,1,0
25089,0,4,1,1,40763,19,550,2,5259,1,2,-1
77709,0,4,1,1,36028,19,100,2,5253,1,2,-1
25302,0,3,1,1,11312,13,0,0,5245,0,0,0
11908,0,1,1,1,0,0,0,0,5240,0,1,0
176982,0,1,1,1,2299,9,0,0,5234,0,1,0
9071,0,1,1,1,1647,9,0,0,5225,0,1,0
144848,0,4,1,1,37056,15,0,0,5219,0,0,0
25404,0,1,1,1,2125,7,500,1,5203,0,2,3
32313,0,4,1,1,29188,27,0,0,5397,1,0,2
168897,0,4,1,1,37451,24,400,2,5189,0,2,-1
18068,0,1,1,1,0,0,0,0,5174,0,1,0
26561,0,1,1,1,100,1,0,0,4926,1,1,2
22093,0,3,1,1,14857,11,200,1,2587,0,2,3
29667,0,1,1,1,5304,19,0,0,4841,0,1,0
88093,0,3,1,1,15518,13,343,1,4660,0,2,3
62569,0,4,1,1,33765,19,50,1,4888,1,0,1
20982,0,4,1,1,44238,18,0,0,4716,1,0,2
44665,0,1,1,1,333,2,333,2,3601,0,2,4
22639,0,1,1,1,1840,4,0,0,5168,0,1,0
51402,0,1,1,1,4375,14,0,0,4978,0,1,0
18924,0,1,1,1,4000,18,0,0,5168,0,1,0
61919,0,4,1,1,39163,14,350,1,5157,1,2,1
193547,0,1,1,1,3544,12,0,0,5153,0,0,0
72178,0,1,1,1,2100,10,0,0,5139,1,1,2
33964,0,1,1,1,300,3,0,0,5128,0,1,0
94272,0,3,1,1,11098,16,0,0,5121,0,0,0
3578,0,1,1,1,0,0,0,0,5114,0,1,0
29342,0,2,1,1,5835,4,0,0,5153,0,1,0
28228,0,3,1,1,12948,13,300,1,5108,1,2,1
118601,0,5,1,1,51240,19,0,0,5105,0,0,0
24660,0,2,1,1,7206,14,0,0,5136,1,0,2
147822,0,4,1,1,42469,18,0,0,5107,1,0,2
2625,0,1,1,1,125,1,0,0,5087,0,1,0
49438,0,4,1,1,33912,14,0,0,5085,1,0,2
24930,0,3,1,1,13060,9,0,0,5084,0,0,0
89835,0,2,1,1,9058,11,0,0,5080,0,0,0
46734,0,2,1,1,10007,18,0,0,5080,0,0,0
50,0,1,1,1,50,1,50,1,5073,0,1,3
139882,0,4,1,1,47089,15,0,0,4859,0,0,0
10740,0,1,1,1,0,0,0,0,4926,0,1,0
57330,0,1,1,1,380,3,0,0,4986,0,1,0
33560,0,1,1,1,2600,14,0,0,4604,0,1,0
53210,0,1,1,1,11422,10,0,0,4993,1,1,2
9795,0,1,1,1,0,0,0,0,4960,0,1,0
16984,0,2,1,1,10334,15,0,0,4884,1,0,2
